what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361957800583
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361957819881
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361957822014
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361957824448
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1361957826280
opened,editor,com.aptana.ide.editors,1.2.5.023247,com.aptana.ide.ui.UntitledTextEditor,1361957831368
activated,editor,com.aptana.ide.editors,1.2.5.023247,com.aptana.ide.ui.UntitledTextEditor,1361957831578
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361957848442
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361957848843
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1361957850335
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.moveLineDown,1361957889611
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.moveLineDown,1361957889902
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.moveLineDown,1361957890062
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.moveLineDown,1361957890262
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.moveLineDown,1361957890443
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.moveLineDown,1361957890633
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.moveLineDown,1361957890803
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.moveLineDown,1361957890963
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.moveLineDown,1361957891144
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.moveLineDown,1361957891314
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.moveLineDown,1361957891494
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.moveLineDown,1361957891664
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.moveLineDown,1361957891845
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1361957894589
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361957942027
