what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.scheduler,3.2.100.v20080404,org.eclipse.update.scheduler,1361955117515
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.2.v200809031518,org.eclipse.wst.ws.service.policy.ui,1361955117635
started,bundle,com.aptana.ide.eclipse34.aptana.bootstrap,1.2.5.23209,com.aptana.ide.eclipse34.aptana.bootstrap,1361955117635
stopped,bundle,com.aptana.ide.eclipse34.aptana.bootstrap,1.2.5.23209,com.aptana.ide.eclipse34.aptana.bootstrap,1361955117635
unresolved,bundle,com.aptana.ide.eclipse34.aptana.bootstrap,1.2.5.23209,com.aptana.ide.eclipse34.aptana.bootstrap,1361955117635
uninstalled,bundle,com.aptana.ide.eclipse34.aptana.bootstrap,1.2.5.23209,com.aptana.ide.eclipse34.aptana.bootstrap,1361955117645
started,bundle,org.eclipse.team.svn.mylyn,0.7.7.I20090224-1900,org.eclipse.team.svn.mylyn,1361955117756
started,bundle,org.eclipse.mylyn.monitor.ui,3.1.0.v20090315-1500-e3x,org.eclipse.mylyn.monitor.ui,1361955118066
started,bundle,org.eclipse.team.svn.core,0.7.7.I20090224-1900,org.eclipse.team.svn.core,1361955118336
started,bundle,org.eclipse.core.variables,3.2.100.v20080529-1300,org.eclipse.core.variables,1361955118527
started,bundle,org.eclipse.team.svn.ui,0.7.7.I20090224-1900,org.eclipse.team.svn.ui,1361955119879
started,bundle,org.eclipse.ltk.core.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.core.refactoring,1361955123614
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring,1361955132086
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1361955134780
started,bundle,org.eclipse.jdt.debug,3.4.0.v20080604,org.eclipse.jdt.debug,1361955138075
started,bundle,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui,1361955138876
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1361955139146
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361955139377
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361955177612
started,bundle,org.eclipse.jst.server.ui,1.0.303.v200805140145,org.eclipse.jst.server.ui,1361955184231
started,bundle,org.eclipse.ui.views.log,1.0.0.v20080803-1700,org.eclipse.ui.views.log,1361955184361
started,bundle,org.eclipse.pde.ui,3.4.0.v20080803-1700,org.eclipse.pde.ui,1361955184432
started,bundle,org.eclipse.pde.core,3.4.0.v20080903-1700,org.eclipse.pde.core,1361955184912
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1361955187065
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361955210699
