what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.findReplace,1361958935435
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361958939020
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1361958940833
activated,editor,com.aptana.ide.editors,1.2.5.023247,com.aptana.ide.ui.UntitledTextEditor,1361958941113
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1361958943507
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1361958944839
activated,editor,com.aptana.ide.editors,1.2.5.023247,com.aptana.ide.ui.UntitledTextEditor,1361958945059
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361958946101
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.findReplace,1361958946141
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1361958947943
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361958953471
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1361958954443
activated,view,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit.ResultView,1361958957056
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1361958961372
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361958972408
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361958982393
activated,editor,com.aptana.ide.editors,1.2.5.023247,com.aptana.ide.ui.UntitledTextEditor,1361958984876
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.selectAll,1361958985517
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1361958986739
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361958987790
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.findReplace,1361958987821
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361958993679
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1361958994120
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1361958995912
activated,view,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit.ResultView,1361958997695
