what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.views,3.3.0.I20080509-2000,org.eclipse.ui.views.ContentOutline,1361956521775
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1361956521875
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1361956552168
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1361956552308
executed,command,,,AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction,1361956560050
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361956567811
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361956583944
activated,view,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit.ResultView,1361956585747
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361956593387
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1361956595220
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361956595581
opened,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1361956597403
activated,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1361956597473
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1361956597574
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361956610112
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361956610452
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361956610903
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361956614177
opened,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.VariableView,1361956614398
activated,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.VariableView,1361956614478
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.views.showView,1361956614498
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1361956650049
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361956651942
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361956716114
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361956722914
