what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.selectAll,1361966920467
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1361966921238
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361966922480
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.findReplace,1361966922520
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361966929410
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1361966930341
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361966930652
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361966934998
activated,view,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit.ResultView,1361966937371
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1361966941457
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.selectAll,1361966952904
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1361966957671
opened,editor,com.aptana.ide.editors,1.2.5.023247,com.aptana.ide.ui.UntitledTextEditor,1361966958101
activated,editor,com.aptana.ide.editors,1.2.5.023247,com.aptana.ide.ui.UntitledTextEditor,1361966958211
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1361966960024
activated,editor,com.aptana.ide.editors,1.2.5.023247,com.aptana.ide.ui.UntitledTextEditor,1361966960314
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.showInformation,1361966967745
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1361966970269
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361966971671
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1361966972622
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361966974405
executed,command,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring.commands.renameResource,1361966974475
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.rename,1361966974475
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1361966976908
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1361966981234
